YEAR,ROUND,CONF_1,TEAM_1,SEED_1,SEED_2,CONF_2,TEAM_2,SCORE_diff,K TEMPO_diff,KADJ T_diff,K OFF_diff,KADJ O_diff,K DEF_diff,KADJ D_diff,KADJ EM_diff,BADJ EM_diff,BADJ O_diff,BADJ D_diff,BARTHAG_diff,GAMES_diff,W_diff,L_diff,WIN%_diff,EFG%_diff,EFG%D_diff,FTR_diff,FTRD_diff,TOV%_diff,TOV%D_diff,OREB%_diff,DREB%_diff,OP OREB%_diff,OP DREB%_diff,RAW T_diff,2PT%_diff,2PT%D_diff,3PT%_diff,3PT%D_diff,BLK%_diff,BLKED%_diff,AST%_diff,OP AST%_diff,2PTR_diff,3PTR_diff,2PTRD_diff,3PTRD_diff,BADJ T_diff,AVG HGT_diff,EFF HGT_diff,EXP_diff,TALENT_diff,FT%_diff,OP FT%_diff,PPPO_diff,PPPD_diff,ELITE SOS_diff,WAB_diff,POWER RATING_diff,POWER_diff,PATH_diff,DRAW_diff,WINS_diff,POOL VALUE_diff,POWER-PATH_diff,NET RPI_diff,RESUME_diff,ELO_diff,B POWER_diff,Q1 W_diff,Q2 W_diff,Q1 PLUS Q2 W_diff,Q3 Q4 L_diff,PLUS 500_diff,R SCORE_diff,DUNKS FG%_diff,DUNKS SHARE_diff,DUNKS FG%D_diff,DUNKS D SHARE_diff,CLOSE TWOS FG%_diff,CLOSE TWOS SHARE_diff,CLOSE TWOS FG%D_diff,CLOSE TWOS D SHARE_diff,FARTHER TWOS FG%_diff,FARTHER TWOS SHARE_diff,FARTHER TWOS FG%D_diff,FARTHER TWOS D SHARE_diff,THREES FG%_diff,THREES SHARE_diff,THREES FG%D_diff,THREES D SHARE_diff,target
2016,64,ACC,North Carolina,3.0,62.0,ASun,Florida Gulf Coast,16.0,1.716,4.492,9.714,18.222,-3.654,-11.206,29.428,26.5,17.8,-8.7,0.462,5.0,12.0,-7.0,27.181,0.9,-0.7,-4.2,-6.4,-1.5,2.4,8.3,-2.4,2.4,-8.3,1.7,3.0,-5.3,-3.2,5.0,0.7,-0.8,12.8,-1.5,-2.3,2.3,1.1,-1.1,4.6,0.462,1.212,0.523,66.362,9.3,0.4,0.102,-0.04,21.028,16.9,22.5,35.9,-20.1,-0.38,5.0,71.8,56.0,-210.0,-228.0,-164.0,-175.0,5.0,10.0,15.0,-9.0,19.0,99.9,3.1,2.6,-3.5,0.3,8.7,-10.6,3.0,-14.0,1.7,8.4,-1.2,14.8,-1.7,2.2,5.1,-0.6,1.0
2016,64,P12,USC,30.0,35.0,BE,Providence,-1.0,3.034,2.701,4.62,4.58,2.552,3.388,1.192,2.0,4.9,2.9,0.022,0.0,-2.0,2.0,-6.061,3.9,-1.5,-2.4,0.7,0.2,-3.8,1.5,-1.7,1.7,-1.5,3.1,1.1,-2.5,6.4,0.2,3.5,0.6,-11.7,-0.9,4.5,-4.5,-0.8,0.8,2.8,0.723,1.893,0.114,12.284,-4.9,-1.6,0.048,0.025,-4.182,-3.1,-1.1,1.0,0.9,-0.4,-1.0,2.4,0.1,11.0,-15.0,34.0,-12.0,3.0,-2.0,1.0,-3.0,-4.0,-33.6,-0.1,2.1,-9.1,-0.4,-1.1,5.3,-7.2,2.6,2.2,-0.4,-0.7,-4.0,6.6,-4.9,0.1,1.5,0.0
2016,64,B10,Indiana,19.0,46.0,SC,Chattanooga,25.0,1.381,1.556,9.518,13.699,1.516,-1.68,15.378,16.5,14.2,-2.3,0.261,0.0,-2.0,2.0,-6.25,6.8,-0.3,-8.7,-1.5,1.9,-1.4,5.3,0.2,-0.2,-5.3,1.4,5.7,-1.3,5.4,1.3,-3.4,-2.1,-1.0,-2.7,-3.8,3.8,4.9,-4.9,2.2,0.345,0.904,-0.556,60.138,-1.0,-0.5,0.09,0.01,11.558,2.8,10.8,24.2,-11.6,2.18,2.0,36.6,35.8,-26.0,-52.0,-26.0,-92.0,5.0,0.0,5.0,0.0,-4.0,91.0,2.9,0.0,2.5,-2.0,2.9,2.5,-2.7,3.6,3.6,-6.5,-0.7,1.1,5.9,3.9,0.5,-4.8,1.0
2016,64,SEC,Kentucky,14.0,51.0,AE,Stony Brook,28.0,0.546,0.037,4.865,15.027,3.145,-1.635,16.662,19.1,16.2,-2.9,0.246,4.0,2.0,2.0,-3.529,0.5,-2.4,5.8,13.8,-1.1,-0.6,3.4,-5.9,5.9,-3.4,0.5,0.9,-2.2,-0.5,-1.2,1.6,1.2,-7.5,-7.8,-2.1,2.1,5.1,-5.1,0.4,0.097,2.008,-1.311,92.197,1.5,-1.1,0.045,0.03,16.908,6.1,13.6,26.9,-14.8,0.96,1.0,74.0,41.7,-49.0,-82.0,-45.0,-85.0,2.0,11.0,13.0,-1.0,0.0,99.2,-0.8,7.4,-2.1,3.5,7.4,-9.9,0.5,-1.1,3.2,7.7,-5.4,6.0,-0.6,2.2,-1.5,-4.8,1.0
2016,64,ACC,Notre Dame,22.0,43.0,B10,Michigan,7.0,-0.588,-0.98,2.674,4.596,4.84,3.169,1.427,-0.1,3.7,3.8,-0.01,-1.0,0.0,-1.0,1.989,-1.5,-2.0,4.8,0.1,0.1,-2.9,8.4,-5.0,5.0,-8.4,-0.6,-0.4,-5.2,-1.5,2.9,4.0,-1.4,-7.1,-1.5,10.0,-10.0,2.5,-2.5,-0.6,-0.356,0.154,0.303,22.391,-0.4,-0.9,0.029,0.045,2.446,1.5,4.8,9.2,-4.9,0.44,3.0,15.3,14.1,-26.0,-15.0,-12.0,-7.0,1.0,3.0,4.0,0.0,1.0,38.3,2.5,-0.4,-8.9,-2.5,-5.2,7.9,-7.9,3.6,5.6,2.1,-3.7,-1.7,-0.6,-10.0,2.2,-2.0,1.0
2016,64,B12,West Virginia,11.0,54.0,Slnd,Stephen F. Austin,-14.0,1.628,1.943,-4.237,5.051,0.921,-6.458,11.51,14.3,6.9,-7.4,0.172,6.0,3.0,3.0,-5.672,-5.3,-0.8,12.2,14.7,1.4,-0.4,8.4,2.5,-2.5,-8.4,1.7,-4.4,-1.3,-4.6,0.0,-1.2,1.9,-10.2,-1.7,5.8,-5.8,-5.5,5.5,2.5,2.391,2.603,-0.447,46.019,-7.4,4.2,-0.038,0.006,25.373,8.6,8.3,13.8,-8.1,-1.36,-1.0,25.7,21.9,-51.0,-109.0,-21.0,-39.0,9.0,1.0,10.0,-1.0,0.0,99.3,5.6,1.4,2.9,2.2,-7.0,11.3,-0.4,-4.1,-7.7,-4.9,-4.0,-1.6,-4.3,-6.3,0.3,5.7,0.0
2016,64,B10,Wisconsin,27.0,38.0,ACC,Pittsburgh,4.0,-2.347,-2.294,-6.006,-3.715,-2.894,-3.879,0.164,-2.5,-5.1,-2.6,-0.027,1.0,0.0,1.0,-2.016,-2.3,-2.0,3.1,1.7,-0.4,1.7,-3.8,-0.7,0.7,3.8,-2.3,-4.1,-3.6,0.7,2.2,-0.9,0.7,-13.5,-8.1,-3.0,3.0,5.0,-5.0,-2.4,-0.593,-0.296,-0.724,1.182,-5.1,4.3,-0.065,-0.027,-1.936,-1.4,2.5,5.9,-2.5,0.44,2.0,8.3,8.4,-10.0,-27.0,-11.0,-2.0,3.0,-2.0,1.0,4.0,-1.0,36.0,-6.9,-1.0,0.3,-2.1,-1.9,-1.4,-2.2,-1.8,-5.8,-2.3,-2.1,7.2,-0.1,3.6,1.9,-5.5,1.0
2016,64,BE,Xavier,6.0,59.0,BSky,Weber St.,18.0,4.278,4.926,4.894,13.503,-0.598,-5.465,18.969,19.3,14.2,-5.1,0.329,1.0,4.0,-3.0,10.181,-3.4,0.7,-3.7,5.6,-2.2,3.9,9.7,-1.1,1.1,-9.7,4.3,-5.5,3.3,0.2,-3.7,1.1,4.0,7.7,14.0,7.4,-7.4,-13.0,13.0,4.7,1.113,0.534,0.143,63.48,5.4,3.5,0.048,-0.006,20.342,11.4,14.4,19.3,-7.1,-2.81,1.0,19.0,26.4,-101.0,-128.0,-75.0,-122.0,5.0,6.0,11.0,-5.0,7.0,99.8,0.0,-4.0,3.0,1.5,-5.7,3.8,7.2,-8.0,-4.7,4.0,0.0,-5.3,0.9,-7.8,-4.6,13.3,1.0
2016,64,ACC,Virginia,2.0,63.0,MEAC,Hampton,36.0,-10.712,-10.578,12.669,20.472,-3.671,-15.432,35.904,36.5,21.5,-15.0,0.685,3.0,6.0,-3.0,12.121,7.2,0.7,-9.6,-2.7,-3.6,2.8,-4.3,1.5,-1.5,4.3,-10.7,4.3,-0.7,9.6,1.7,0.5,-4.2,8.0,6.7,6.6,-6.6,-4.7,4.7,-10.5,1.73,1.259,-0.308,69.693,10.0,-3.1,0.124,-0.037,27.57,15.0,23.9,38.5,-20.3,0.26,3.0,88.2,58.8,-151.0,-190.0,-157.0,-238.0,9.0,6.0,15.0,-5.0,9.0,99.9,12.4,3.5,0.6,1.6,10.6,-3.1,2.9,-8.4,5.1,9.4,-0.9,4.7,9.7,-6.3,0.9,3.7,1.0
2016,64,B12,Texas Tech,31.0,34.0,BE,Butler,-10.0,-3.198,-1.73,-6.707,-3.472,1.522,-2.347,-1.125,-4.6,-5.5,-0.9,-0.057,0.0,-2.0,2.0,-6.452,-2.6,-0.1,3.3,-3.3,3.2,0.3,-1.1,-4.6,4.6,1.1,-3.2,-0.8,-1.3,-4.2,1.3,2.5,-2.2,1.9,-5.0,0.1,-0.1,-1.0,1.0,-1.9,0.261,1.175,-0.412,-42.743,1.5,-0.6,-0.074,0.021,2.793,-0.8,-2.9,-3.6,3.8,-1.3,-1.0,-7.0,-7.4,-20.0,-9.0,25.0,3.0,2.0,0.0,2.0,1.0,-4.0,12.7,1.2,1.9,-7.0,0.5,-2.7,1.7,-1.8,2.3,0.4,-1.5,-4.8,-3.8,-4.6,0.0,1.7,1.5,0.0
2016,64,B10,Purdue,18.0,47.0,SB,Little Rock,-2.0,3.842,4.336,5.263,8.049,1.789,-3.218,11.267,12.5,9.7,-2.8,0.15,3.0,-1.0,4.0,-10.626,1.3,-0.8,3.7,-10.6,1.6,-7.6,8.4,6.8,-6.8,-8.4,3.8,3.5,-2.1,-1.9,1.2,1.7,0.2,12.5,-0.5,-0.8,0.8,7.0,-7.0,4.9,2.475,2.676,-0.832,65.976,1.0,1.7,0.053,0.014,13.67,2.3,9.8,17.5,-8.6,1.17,-1.0,37.3,26.1,-27.0,-72.0,-8.0,-48.0,3.0,3.0,6.0,-1.0,-5.0,69.7,2.9,3.9,1.8,1.9,10.7,-4.3,3.1,-5.9,0.9,3.6,-2.2,12.9,-1.5,0.7,0.5,-7.1,0.0
2016,64,B12,Iowa St.,15.0,50.0,MAAC,Iona,13.0,-0.624,-0.76,3.188,10.431,2.668,-2.81,13.242,15.4,11.5,-3.9,0.246,0.0,-1.0,1.0,-3.125,3.0,1.0,-7.0,-12.0,-1.6,-2.3,-2.1,0.6,-0.6,2.1,-0.6,4.4,3.2,0.8,-1.9,-0.6,-1.5,-7.7,-3.3,9.2,-9.2,0.4,-0.4,-0.3,0.837,0.093,0.243,54.66,-0.6,-1.0,0.033,0.02,21.022,7.2,8.3,20.3,-8.2,-0.39,2.0,13.3,28.5,-54.0,-117.0,-16.0,-78.0,8.0,2.0,10.0,-4.0,-2.0,99.1,1.5,5.2,1.1,1.6,10.7,-3.9,11.4,-8.3,2.4,12.7,1.1,8.8,1.8,-8.8,-2.4,-0.6,1.0
2016,64,BE,Seton Hall,23.0,42.0,WCC,Gonzaga,-16.0,2.355,2.275,-10.454,-5.007,-2.194,-3.4,-1.607,-2.0,-5.8,-3.8,-0.011,1.0,0.0,1.0,-2.367,-5.1,0.2,4.7,5.4,3.0,4.3,3.1,-4.8,4.8,-3.1,2.4,-5.5,-0.6,-2.3,1.3,4.3,2.3,1.7,7.1,6.3,-6.3,0.0,0.0,2.1,-0.699,-2.026,-0.649,4.243,-9.4,-2.8,-0.104,-0.017,10.492,3.2,-1.5,-8.9,4.9,-2.68,-2.0,-24.2,-13.8,-26.0,-55.0,-8.0,4.0,4.0,1.0,5.0,-1.0,-1.0,40.9,4.7,1.0,-0.4,0.7,-6.7,6.8,-4.9,4.9,-6.7,-0.9,3.2,-5.1,-3.1,-5.9,1.5,0.2,0.0
2016,64,P12,Utah,10.0,55.0,MWC,Fresno St.,11.0,-2.823,-3.727,6.879,8.589,1.54,-2.825,11.414,12.3,9.7,-2.6,0.223,1.0,2.0,-1.0,3.883,7.0,-1.1,0.3,-23.0,2.9,-5.6,-1.3,1.0,-1.0,1.3,-2.8,9.0,-4.1,1.7,3.9,-1.1,2.8,6.9,-11.6,-7.4,7.4,7.4,-7.4,-2.9,0.373,1.395,-0.282,-5.908,2.1,2.8,0.072,0.011,12.852,6.5,10.0,20.6,-7.0,-1.66,1.0,12.8,27.6,-58.0,-92.0,-33.0,-78.0,7.0,9.0,16.0,-5.0,3.0,99.4,-7.2,-0.7,-6.0,-3.7,2.6,10.4,-8.7,-0.1,1.4,-17.5,4.5,7.6,1.9,7.1,4.1,-7.4,1.0
2016,64,A10,Dayton,26.0,39.0,ACC,Syracuse,-19.0,3.543,2.947,-1.361,-4.423,-5.131,-1.916,-2.507,-2.0,-4.0,-2.0,-0.022,0.0,6.0,-6.0,18.75,1.6,-0.6,5.5,3.1,0.5,-2.7,-4.1,11.7,-11.7,4.1,3.6,4.4,-5.0,-1.4,4.5,0.4,-0.4,-1.2,-10.7,8.4,-8.4,3.6,-3.6,2.8,-1.89,-0.541,-0.151,-52.516,-1.0,-0.8,-0.013,-0.051,-9.492,2.7,-0.3,-4.0,4.1,-1.68,-4.0,-5.3,-8.1,-50.0,27.0,-54.0,18.0,-2.0,3.0,1.0,-1.0,12.0,76.2,5.0,-3.8,-7.6,-3.9,4.7,2.0,-2.2,-6.9,6.1,5.2,0.5,9.7,-1.5,-7.1,4.2,-2.9,0.0
2016,64,B10,Michigan St.,7.0,58.0,CUSA,Middle Tennessee,-9.0,-2.298,-1.236,14.063,19.878,-4.497,-5.869,25.747,22.9,19.2,-3.7,0.34,3.0,7.0,-4.0,14.326,4.2,-5.9,-5.7,-8.8,0.3,-5.2,9.0,1.3,-1.3,-9.0,-2.3,2.9,-5.9,4.5,-3.9,3.5,0.9,21.1,-0.6,0.4,-0.4,1.3,-1.3,-1.0,0.636,0.975,0.066,50.82,12.3,4.9,0.142,-0.042,14.287,10.4,16.8,35.8,-21.7,1.66,-1.0,117.6,57.5,-66.0,-128.0,-74.0,-126.0,8.0,4.0,12.0,-4.0,11.0,99.9,-1.1,5.1,-10.9,-0.8,1.6,1.3,-7.6,-3.7,5.3,-2.0,-1.4,4.8,3.4,0.7,-4.3,-1.1,0.0
2016,32,B12,Kansas,1.0,33.0,Amer,Connecticut,12.0,2.831,3.071,5.64,8.728,2.412,-2.324,11.052,12.1,10.1,-2.0,0.087,-1.0,5.0,-6.0,17.291,3.9,1.1,9.3,2.7,1.3,1.0,3.1,0.4,-0.4,-3.1,2.8,1.3,2.0,6.0,0.3,-3.8,-0.4,2.6,-3.9,0.3,-0.3,4.5,-4.5,3.2,-0.718,-0.236,-0.105,8.449,-8.1,6.1,0.05,0.023,12.066,10.4,9.2,18.0,-5.6,-0.67,2.0,56.5,23.6,-31.0,-43.0,-30.0,-26.0,12.0,0.0,12.0,1.0,11.0,11.5,-6.7,-1.3,1.8,-0.4,2.4,2.6,-0.1,0.0,1.4,-1.8,4.0,3.7,4.8,-0.9,-0.1,-3.6,1.0
2016,32,B10,Maryland,17.0,49.0,BW,Hawaii,13.0,-4.307,-3.23,4.565,8.051,6.466,-0.926,8.978,7.3,7.8,0.5,0.101,2.0,-1.0,3.0,-8.333,3.1,1.8,-10.6,-12.4,0.7,-3.4,-0.7,-2.8,2.8,0.7,-4.3,0.6,1.9,4.8,1.0,3.6,0.8,-7.4,-1.6,1.8,-1.8,-2.0,2.0,-3.4,1.735,1.505,-0.378,71.799,7.3,-0.7,0.046,0.061,15.16,3.2,9.4,18.6,-10.2,0.88,1.0,35.5,28.8,-66.0,-54.0,-6.0,-41.0,5.0,-4.0,1.0,0.0,-4.0,96.9,-2.0,5.0,1.2,1.7,3.1,1.4,-0.9,5.0,-0.7,-1.1,-2.3,-6.4,3.9,-0.3,2.2,1.4,1.0
2016,32,MVC,Wichita St.,41.0,9.0,ACC,Miami FL,-8.0,-0.024,-0.047,-4.266,-7.105,-11.951,-5.408,-1.697,-2.2,-7.3,-5.1,-0.007,-1.0,-2.0,1.0,-3.931,-4.3,-3.5,-2.2,16.6,-1.2,5.7,1.4,5.6,-5.6,-1.4,0.0,-3.6,-5.1,-3.7,-0.9,2.7,1.1,8.3,2.8,-4.4,4.4,-7.3,7.3,-0.4,-0.694,-1.408,-0.345,-39.072,-3.5,1.2,-0.041,-0.115,-14.079,-6.7,-0.5,0.3,10.3,-0.97,-1.0,-5.5,-10.0,38.0,63.0,14.0,9.0,-6.0,-6.0,-12.0,-2.0,-3.0,-58.5,0.1,-2.9,-4.7,-1.3,-4.6,-3.3,-3.3,-4.1,-2.4,-0.8,-5.6,-2.5,-5.2,4.2,-1.7,6.6,0.0
2016,32,B10,Iowa,25.0,8.0,BE,Villanova,-19.0,1.599,2.254,-1.41,-2.001,5.291,3.39,-5.391,-7.3,-2.9,4.4,-0.048,-3.0,-8.0,5.0,-17.552,-2.5,1.1,-0.9,-6.2,-1.4,-1.5,3.7,-2.7,2.7,-3.7,1.6,-7.7,4.1,3.8,-2.5,3.1,0.7,-2.7,-4.1,8.7,-8.7,-1.2,1.2,2.7,1.136,2.068,0.416,-27.142,-5.8,1.8,-0.011,0.05,-1.549,-6.9,-5.4,-10.2,1.4,1.49,-5.0,-31.9,-11.6,25.0,10.0,51.0,14.0,-2.0,-5.0,-7.0,2.0,-13.0,-2.6,-12.7,-4.7,0.4,3.1,-5.1,-2.0,6.8,1.2,-6.8,9.3,0.7,-2.1,1.4,-7.3,-2.5,0.8,0.0
2016,32,P12,Oregon,4.0,29.0,A10,Saint Joseph's,5.0,-1.002,-2.258,2.738,6.195,0.762,-1.953,8.149,4.7,4.7,0.0,0.05,-1.0,0.0,-1.0,2.406,1.0,1.1,2.5,7.8,2.0,4.4,6.3,-5.5,5.5,-6.3,-1.0,-0.3,-2.7,2.4,5.4,6.0,1.4,-5.6,3.6,1.8,-1.8,7.5,-7.5,-2.1,1.159,1.169,-0.295,10.691,0.2,1.2,0.029,0.007,6.112,3.3,6.4,9.3,-7.5,0.41,2.0,24.4,16.8,-19.0,-27.0,-10.0,-30.0,6.0,5.0,11.0,1.0,1.0,3.0,-0.9,3.9,-3.1,4.8,-0.3,3.2,-0.9,4.4,-1.1,-1.9,-6.2,3.0,1.7,-1.3,5.1,-7.5,1.0
2016,32,Ivy,Yale,45.0,13.0,ACC,Duke,-7.0,-1.426,-1.525,-7.337,-12.276,-10.803,-4.049,-8.227,-10.1,-13.3,-3.2,-0.106,-6.0,-2.0,-4.0,8.081,-1.2,-3.1,1.9,8.4,5.8,0.5,5.2,10.5,-10.5,-5.2,-1.4,0.4,-3.4,-1.6,-2.1,3.1,-0.3,8.4,-2.9,9.3,-9.3,-5.4,5.4,-2.0,-1.756,-2.772,1.207,-90.302,-5.5,1.0,-0.076,-0.102,-16.389,-4.3,-7.1,-16.9,9.0,-0.94,-1.0,-35.7,-25.9,24.0,95.0,2.0,37.0,-5.0,-5.0,-10.0,1.0,2.0,-94.5,-8.7,-1.7,0.2,-5.2,-2.9,3.3,-10.1,-4.1,5.5,5.4,5.3,-0.6,-2.5,-8.7,-1.3,4.7,0.0
2016,32,MVC,Northern Iowa,44.0,12.0,SEC,Texas A&M,-4.0,-4.677,-4.152,-4.578,-5.861,2.715,5.851,-11.711,-10.3,-4.9,5.4,-0.141,-1.0,-5.0,4.0,-12.834,1.9,1.5,-4.7,-8.8,-2.0,-2.2,-17.2,2.8,-2.8,17.2,-4.6,0.8,2.9,2.2,-0.3,-3.2,-0.2,-12.7,-3.9,-5.3,5.3,0.6,-0.6,-4.7,-1.377,-1.247,0.392,-32.804,8.1,6.6,-0.047,0.032,-6.341,-7.3,-6.6,-19.1,7.2,-0.59,-1.0,-37.1,-26.3,52.0,29.0,33.0,59.0,-1.0,-5.0,-6.0,8.0,-9.0,-94.9,3.1,-5.7,7.0,-3.3,3.3,-13.0,-1.5,1.1,7.4,7.6,6.9,-0.1,3.1,5.3,-0.9,-1.1,0.0
2016,32,A10,VCU,37.0,5.0,B12,Oklahoma,-4.0,-1.383,-0.418,-1.298,-6.301,-2.242,2.333,-8.634,-7.2,-6.2,1.0,-0.06,2.0,-1.0,3.0,-7.537,-3.6,2.6,-1.3,9.7,-1.8,4.3,2.8,2.0,-2.0,-2.8,-1.4,1.5,4.4,-7.0,-0.4,-2.7,0.6,-1.4,11.4,7.9,-7.9,5.1,-5.1,-0.8,-0.313,-1.132,-0.066,-19.699,-3.8,-0.2,-0.018,-0.021,-15.321,-8.1,-6.9,-18.3,3.8,0.47,-3.0,-79.8,-22.1,31.0,53.0,31.0,26.0,-8.0,2.0,-6.0,2.0,-4.0,-45.5,10.1,-2.3,5.7,1.5,-1.2,5.3,3.7,3.7,4.7,2.2,2.4,1.6,-7.1,-7.3,0.0,-5.3,0.0
2016,32,ACC,North Carolina,3.0,35.0,BE,Providence,19.0,0.866,2.584,11.356,11.818,-0.061,-2.627,14.445,12.0,11.2,-0.8,0.116,1.0,5.0,-4.0,12.656,4.0,-1.4,-5.5,1.9,-0.9,-2.1,8.9,0.3,-0.3,-8.9,0.9,5.8,-5.5,-0.7,3.9,2.1,-2.3,-4.5,-5.5,10.2,-10.2,-2.0,2.0,2.8,0.037,1.2,0.721,31.051,1.1,-1.8,0.117,-0.003,0.868,5.2,11.4,21.5,-6.0,-0.98,4.0,67.2,27.5,-35.0,-44.0,-36.0,-49.0,3.0,4.0,7.0,-3.0,9.0,25.7,8.9,0.7,-6.7,-1.7,6.2,2.9,-3.6,-5.8,7.7,7.3,-3.3,3.3,0.5,-10.3,3.9,2.6,1.0
2016,32,B10,Indiana,19.0,14.0,SEC,Kentucky,6.0,0.654,0.737,3.081,-1.653,1.052,0.751,-2.404,-4.4,-2.2,2.2,-0.031,-2.0,-1.0,-1.0,1.654,4.9,4.6,-5.0,-12.1,3.7,1.0,-0.1,3.0,-3.0,0.1,0.7,3.3,5.7,4.5,1.3,-3.9,1.3,4.2,7.2,-9.5,9.5,-1.6,1.6,1.3,0.652,-1.107,0.793,-24.356,4.0,-3.3,0.034,0.007,-4.962,-1.8,-3.3,-6.1,0.2,0.99,1.0,-37.6,-6.3,13.0,2.0,3.0,5.0,3.0,-8.0,-5.0,0.0,0.0,-1.0,0.6,-1.7,9.2,-1.7,-2.8,6.9,5.7,2.8,-1.6,-16.8,4.8,-4.6,4.9,9.9,1.6,1.7,1.0
2016,32,ACC,Notre Dame,22.0,54.0,Slnd,Stephen F. Austin,1.0,-3.735,-2.494,0.04,8.351,14.744,6.775,1.576,4.0,9.9,5.9,0.052,4.0,-2.0,6.0,-16.518,-2.0,-0.4,-0.7,-13.2,-3.4,-11.1,-0.7,-1.6,1.6,0.7,-3.7,-2.6,-4.0,-0.6,4.4,0.6,1.3,-14.8,-0.2,1.9,-1.9,-3.6,3.6,-2.5,2.686,2.59,-0.45,76.415,-0.9,4.9,0.003,0.146,22.205,3.5,3.4,9.1,-7.6,0.18,2.0,15.7,16.7,-30.0,-96.0,19.0,-8.0,5.0,0.0,5.0,-1.0,-8.0,96.0,2.8,0.5,-0.8,-1.0,-4.9,6.5,1.3,-10.4,-1.7,-3.9,-2.9,6.5,0.6,-2.6,4.1,3.7,1.0
2016,32,B10,Wisconsin,27.0,6.0,BE,Xavier,3.0,-8.712,-8.658,-5.242,-5.327,2.426,0.018,-5.345,-8.0,-6.9,1.1,-0.085,0.0,-7.0,7.0,-21.875,-2.5,0.6,-3.2,-0.1,-0.5,-0.6,-2.1,-1.9,1.9,2.1,-8.7,-3.4,-3.3,-0.4,6.5,-0.2,0.4,-10.4,-8.5,0.9,-0.9,11.1,-11.1,-8.4,0.128,-0.106,-0.186,-6.709,-2.4,0.3,-0.051,0.023,0.068,-7.3,-2.9,-4.2,2.1,1.57,1.0,-4.9,-6.3,36.0,9.0,39.0,15.0,-1.0,-1.0,-2.0,5.0,-14.0,-12.7,-4.2,-3.4,0.5,-0.2,-0.5,-5.1,-4.3,3.6,-2.5,4.9,-1.7,8.0,-1.5,0.1,6.3,-11.6,1.0
2016,32,ACC,Virginia,2.0,34.0,BE,Butler,8.0,-8.953,-7.034,1.025,2.906,-4.54,-10.339,13.245,9.1,1.6,-7.5,0.077,2.0,5.0,-3.0,11.046,1.9,-0.7,-7.4,-2.5,0.8,1.1,-2.2,1.9,-1.9,2.2,-8.9,1.9,-2.0,1.8,1.0,0.2,-4.9,4.4,-2.7,2.4,-2.4,-0.4,0.4,-7.6,0.478,1.162,-0.143,13.225,2.3,-1.4,0.002,-0.039,6.46,6.6,8.3,19.5,-4.6,-0.9,2.0,78.5,24.1,-53.0,-27.0,-31.0,-36.0,5.0,5.0,10.0,-1.0,8.0,23.2,2.2,5.0,-6.4,1.7,4.0,1.3,-0.5,-2.1,1.7,0.9,-3.6,1.7,1.0,-2.1,0.7,0.4,1.0
2016,32,SB,Little Rock,47.0,15.0,B12,Iowa St.,-17.0,-7.667,-7.769,-4.128,-12.082,-10.528,-4.333,-7.749,-10.2,-13.5,-3.3,-0.123,-1.0,6.0,-7.0,21.472,-4.4,-4.4,5.9,14.1,-0.1,4.3,-0.4,0.6,-0.6,0.4,-7.6,-7.3,-3.9,0.7,-3.5,-0.2,0.7,-1.5,1.7,0.3,-0.3,-4.3,4.3,-8.4,-1.363,-0.014,-0.077,-62.569,2.6,0.5,-0.041,-0.1,-21.734,-1.5,-7.6,-15.4,9.7,-0.68,-1.0,-13.0,-25.1,19.0,85.0,-21.0,36.0,-7.0,-1.0,-8.0,2.0,13.0,-69.4,-4.9,-7.3,-5.0,-2.4,-8.1,-3.0,-10.9,2.0,-4.8,3.1,0.6,-6.7,-0.5,0.0,-2.6,4.7,0.0
2016,32,WCC,Gonzaga,42.0,10.0,P12,Utah,23.0,1.029,1.988,4.655,0.767,-3.492,-0.396,1.163,2.8,1.8,-1.0,0.029,-1.0,0.0,-1.0,2.367,0.1,-2.3,-2.5,4.9,-1.3,-0.3,2.9,2.1,-2.1,-2.9,1.0,-1.2,1.1,1.6,-6.5,-2.6,-2.9,-7.3,1.8,1.7,-1.7,-1.2,1.2,1.2,0.881,0.634,-0.223,23.174,4.3,-1.3,0.039,-0.037,-10.515,-3.5,-0.6,2.8,3.7,1.74,1.0,16.0,-0.9,37.0,64.0,5.0,-2.0,-7.0,-6.0,-13.0,1.0,1.0,-41.3,-1.5,-3.0,3.1,-0.6,-0.1,-9.7,1.1,0.5,8.3,11.5,-1.6,-1.5,1.5,-1.8,-6.8,0.9,1.0
2016,32,ACC,Syracuse,39.0,58.0,CUSA,Middle Tennessee,25.0,-3.965,-2.652,2.659,8.213,1.341,-3.703,11.916,12.5,8.6,-3.9,0.255,1.0,-3.0,4.0,-11.593,-1.4,-1.0,-0.2,-13.4,1.1,1.2,4.8,-9.8,9.8,-4.8,-4.0,-0.6,1.5,-2.8,-3.7,2.2,1.0,8.4,16.4,-7.5,7.5,-6.5,6.5,-2.9,2.075,1.118,-0.039,80.109,7.6,-0.1,0.024,0.015,17.936,2.9,7.7,14.1,-16.4,2.01,3.0,8.7,30.5,-6.0,-102.0,2.0,-90.0,5.0,2.0,7.0,-2.0,-7.0,9.3,-4.8,4.1,0.9,3.9,-1.2,0.7,0.0,0.5,-3.5,-7.9,-2.2,-6.5,-3.9,7.1,-4.7,6.1,1.0
